,trip_id,device_id,vehicle_type,trip_duration,trip_distance,start_time,end_time,modified_date,month,hour,day_of_week,council_district_start,council_district_end,year,census_geoid_start,census_geoid_end,start_time_us_central,end_time_us_central
283,85838449-bec9-4e06-ab99-7fa723a36ab0,6cc456f7-5493-4fbf-a3d9-a9545384811a,scooter,686,1794,2021-10-28T00:30:00.000,2021-10-28T00:45:00.000,2021-10-29T02:16:26.000,10,0,3,9,9,2021,48453001100,48453001100,2021-10-27T19:30:00.000,2021-10-27T19:45:00.000
284,ee19c5e4-448c-44e9-9175-2988e2c69a38,31bf61a3-63cb-4ef7-85a5-14498dcb5714,scooter,327,2767,2021-10-28T00:30:00.000,2021-10-28T00:30:00.000,2021-10-29T02:16:27.000,10,0,3,3,9,2021,48453000902,48453001100,2021-10-27T19:30:00.000,2021-10-27T19:30:00.000
285,59ca684f-aefd-4bfe-9869-7af2bd2f8977,45542d4a-23c6-409a-9fb1-b63ed4d72137,scooter,326,808,2021-10-28T00:45:00.000,2021-10-28T00:45:00.000,2021-10-29T02:16:28.000,10,0,3,9,9,2021,48453000500,48453000401,2021-10-27T19:45:00.000,2021-10-27T19:45:00.000
286,2f8d8f94-26f1-41a9-80e7-8674cb60dba7,1313f17b-584a-4104-9e70-673a7c3fbe84,scooter,160,471,2021-10-28T00:00:00.000,2021-10-28T00:00:00.000,2021-10-29T02:16:28.000,10,0,3,9,9,2021,48453000603,48453000603,2021-10-27T19:00:00.000,2021-10-27T19:00:00.000
287,f584290b-838a-4a87-bc1a-1a4fef3d266a,f00ddbe8-3d88-4436-82e6-e23528a943d5,scooter,91,454,2021-10-28T00:00:00.000,2021-10-28T00:00:00.000,2021-10-29T02:16:28.000,10,0,3,9,9,2021,48453000604,48453000603,2021-10-27T19:00:00.000,2021-10-27T19:00:00.000
288,2f6bb1ed-f887-4b51-83ea-c0dc5bcf7656,ad51f93e-f372-4542-b6ae-e8bfd820f3e8,scooter,176,665,2021-10-28T00:15:00.000,2021-10-28T00:15:00.000,2021-10-29T02:16:29.000,10,0,3,9,9,2021,48453001100,48453001100,2021-10-27T19:15:00.000,2021-10-27T19:15:00.000
289,5bc59e65-a77c-404e-aaa4-a344faddfb97,7a0545b0-da21-4df8-bd55-46272d8b423d,scooter,273,0,2021-10-28T01:00:00.000,2021-10-28T01:00:00.000,2021-10-29T02:16:30.000,10,1,3,9,9,2021,48453001100,48453001100,2021-10-27T20:00:00.000,2021-10-27T20:00:00.000
290,20daa458-e945-4198-861f-16d5e51f3951,981337e0-e6bf-41ad-8454-fe5a53ac2b68,scooter,315,494,2021-10-28T00:45:00.000,2021-10-28T01:00:00.000,2021-10-29T02:16:30.000,10,1,3,9,9,2021,48453001100,48453001100,2021-10-27T19:45:00.000,2021-10-27T20:00:00.000
291,5b85fecb-3bfe-47be-bf3f-e69abde96a4e,b6419dae-c044-4a5a-8600-16eb5ceb88b2,scooter,437,567,2021-10-28T00:45:00.000,2021-10-28T01:00:00.000,2021-10-29T02:16:31.000,10,1,3,9,9,2021,48453001305,48453001305,2021-10-27T19:45:00.000,2021-10-27T20:00:00.000
292,505ae654-b3b6-4001-ac96-db628874d334,1a35679c-a656-4049-aa93-9d762e6ae9a4,scooter,577,914,2021-10-28T00:45:00.000,2021-10-28T01:00:00.000,2021-10-29T02:16:31.000,10,1,3,9,9,2021,48453001401,48453001401,2021-10-27T19:45:00.000,2021-10-27T20:00:00.000
